<<<<<<< HEAD
,ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,result
2479,1323,12.695633368756642,0,0.060359181,8,96.2726,4,1985,2,0,0,266.3701
2480,171,12.695633368756642,1,0.054959317,3,125.5046,5,1985,1,2,3,3312.6357
2481,455,6.935,1,0.041450453,13,101.9332,3,2009,1,2,2,1456.009
2482,880,6.885,1,0.13998208,3,110.6228,6,2004,2,1,1,1755.1118
2483,428,12.695633368756642,1,0.011317898,5,89.7488,5,1985,1,2,3,2472.3933
2484,1147,11.5,1,0.042002566,5,191.382,8,1997,2,0,1,3141.4834
2485,1287,16.5,0,0.012709331,8,37.1506,2,2007,1,1,1,630.0163
2486,1094,15.0,0,0.046637544,1,121.9414,2,2007,1,1,1,2124.88
2487,590,12.695633368756642,1,0.130290904,2,92.9804,5,1985,1,2,3,2806.27
2488,1340,20.1,0,0.05800138,9,120.3782,0,1998,1,2,0,261.9109
2489,1160,15.6,0,0.025179178,13,173.7054,1,1987,0,2,1,2984.422
2490,892,15.35,0,0.0,5,37.219,8,1997,2,0,1,609.44806
2491,452,9.0,0,0.082475411,5,215.1534,2,2007,1,1,1,3232.0847
2492,412,8.975,1,0.05271917,3,84.9224,6,2004,2,1,1,1438.2031
2493,960,12.695633368756642,1,0.091134452,10,180.6292,5,1985,1,2,3,4901.0728
2494,1022,20.2,1,0.059801403,6,127.9678,8,1997,2,0,1,2075.0647
2495,4,6.115,1,0.007058626,14,190.653,7,2002,1,1,1,2445.5698
2496,1443,7.725,0,0.029048089,9,120.2414,1,1987,0,2,1,2048.727
2497,1320,12.3,0,0.076490678,9,245.146,1,1987,0,2,1,3385.7144
2498,998,5.75,1,0.0,4,112.8176,3,2009,1,2,2,1584.1073
2499,1418,12.695633368756642,0,0.043168763,9,145.2102,4,1985,2,0,0,311.0442
2500,1063,13.65,1,0.026026406,13,80.0302,3,2009,1,2,2,1113.4851
2501,428,6.115,1,0.011363508,5,90.6488,1,1987,0,2,1,1419.8575
2502,247,14.6,1,0.043045942,6,107.7254,7,2002,1,1,1,1660.6969
2503,587,15.85,1,0.007157526,13,40.448,9,1999,1,0,1,686.69977
2504,639,7.365,0,0.267753377,13,93.612,0,1998,1,2,0,240.33394
2505,925,12.695633368756642,0,0.196267755,13,60.422,4,1985,2,0,0,210.36945
2506,208,6.615,0,0.093367723,4,198.4426,6,2004,2,1,1,3102.9016
2507,472,9.395,1,0.100807923,0,88.4856,3,2009,1,2,2,1259.7328
2508,164,16.1,1,0.047898827,5,126.2362,7,2002,1,1,1,1989.1698
2509,391,12.5,0,0.071184721,15,127.902,1,1987,0,2,1,2049.7468
2510,638,12.695633368756642,1,0.087767643,13,122.2756,5,1985,1,2,3,3155.1685
2511,807,6.59,0,0.106194617,6,83.1908,2,2007,1,1,1,1420.4932
2512,848,16.85,0,0.139634411,13,146.076,9,1999,1,0,1,2542.1343
2513,909,13.65,1,0.184014453,3,212.4902,1,1987,0,2,1,3145.239
2514,285,12.695633368756642,0,0.036177057,5,74.7696,5,1985,1,2,3,2038.5201
2515,1489,5.11,0,0.05837308,9,161.221,0,1998,1,2,0,292.40604
2516,636,10.195,0,0.267701662,5,143.7154,0,1998,1,2,0,369.13785
2517,499,7.325,0,0.093367723,6,93.1146,6,2004,2,1,1,1553.3136
2518,1468,5.945,0,0.092948793,9,127.5652,1,1987,0,2,1,2021.4401
2519,963,10.3,0,0.027469924,6,98.9042,2,2007,1,1,1,1594.3867
2520,1146,12.695633368756642,1,0.021951904,10,195.1452,5,1985,1,2,3,5837.4995
2521,175,10.895,0,0.064806913,6,196.6794,7,2002,1,1,1,2925.4077
2522,1152,10.195,0,0.086470378,1,33.6558,0,1998,1,2,0,96.96693
2523,257,15.5,0,0.033007266,0,106.0938,3,2009,1,2,2,1409.0875
2524,764,11.1,0,0.135029856,13,218.9482,1,1987,0,2,1,3250.1155
2525,1530,6.38,0,0.015159706,9,142.447,6,2004,2,1,1,2278.4038
2526,367,10.3,1,0.059067021,6,189.653,3,2009,1,2,2,2834.3582
2527,965,12.695633368756642,1,0.045470757,13,38.1848,5,1985,1,2,3,962.3242
2528,117,19.7,0,0.038894579,7,124.7362,3,2009,1,2,2,1701.9565
2529,188,9.395,0,0.0,13,237.6932,3,2009,1,2,2,3224.0671
2530,516,18.75,0,0.05289235,13,192.7504,9,1999,1,0,1,3064.843
2531,568,7.96,0,0.028363203,3,160.4894,8,1997,2,0,1,2505.5298
2532,710,17.25,0,0.072825279,3,78.1986,6,2004,2,1,1,1295.5469
2533,48,10.8,0,0.052058877,14,239.7564,6,2004,2,1,1,4062.952
2534,1540,12.695633368756642,0,0.019763707,9,236.3248,4,1985,2,0,0,910.3282
2535,297,12.15,0,0.025904641,15,118.844,9,1999,1,0,1,2072.27
2536,590,6.92,1,0.131190433,2,92.7804,7,2002,1,1,1,1487.8784
2537,513,9.195,0,0.114790042,5,57.3246,1,1987,0,2,1,849.7489
2538,111,8.895,0,0.075567131,7,234.8616,9,1999,1,0,1,3880.1187
2539,496,8.42,1,0.030842666,3,231.0352,8,1997,2,0,1,3835.037
2540,1264,6.525,0,0.09047883,9,87.1882,7,2002,1,1,1,1374.1595
2541,82,15.85,0,0.107577534,14,59.8904,6,2004,2,1,1,1034.0133
2542,153,12.695633368756642,0,0.064867575,4,147.876,5,1985,1,2,3,3620.5261
2543,238,19.0,1,0.103871404,6,227.772,3,2009,1,2,2,3367.2822
2544,895,5.175,1,0.029495954,13,104.5622,8,1997,2,0,1,1981.2358
2545,478,5.59,1,0.056690821,13,63.4168,9,1999,1,0,1,1148.811
2546,97,18.25,0,0.044241936,7,174.308,6,2004,2,1,1,2922.087
2547,33,12.695633368756642,0,0.09376333,14,188.8872,5,1985,1,2,3,6062.5996
2548,952,13.6,1,0.043832988,6,158.0946,3,2009,1,2,2,2389.8362
2549,1316,12.695633368756642,0,0.041028183,9,129.131,5,1985,1,2,3,3456.3254
2550,165,7.1,0,0.110182726,6,171.208,9,1999,1,0,1,2939.6848
2551,1511,18.2,0,0.0,9,222.0456,8,1997,2,0,1,3673.924
2552,385,4.905,0,0.117994019,3,195.2768,2,2007,1,1,1,3175.8613
2553,572,9.695,0,0.130200124,6,186.7898,9,1999,1,0,1,3365.2844
2554,1112,6.385,1,0.123687134,13,36.8874,6,2004,2,1,1,604.80676
2555,1352,12.695633368756642,0,0.048450921,11,163.3526,5,1985,1,2,3,4018.0383
2556,1241,11.0,1,0.133898743,3,222.0798,2,2007,1,1,1,3717.6543
2557,838,7.31,0,0.026766644,13,108.657,1,1987,0,2,1,1719.769
2558,713,12.6,0,0.0,6,110.8228,3,2009,1,2,2,1553.0319
2559,157,6.78,0,0.066621085,6,186.624,8,1997,2,0,1,3164.5352
2560,1369,18.1,0,0.049039681,9,127.8336,7,2002,1,1,1,1990.7986
2561,467,12.695633368756642,1,0.222132498,5,74.4354,4,1985,2,0,0,216.49527
2562,775,12.65,0,0.035554996,0,228.501,3,2009,1,2,2,3136.8132
2563,456,13.5,1,0.0,15,95.8068,2,2007,1,1,1,1610.4093
2564,448,8.63,0,0.031221915,13,185.8582,3,2009,1,2,2,2851.3906
2565,372,15.1,1,0.019934187,5,131.431,8,1997,2,0,1,2200.18
2566,413,13.65,0,0.039986574,5,34.3558,3,2009,1,2,2,448.24136
2567,1293,10.0,0,0.021546531,9,249.175,2,2007,1,1,1,4193.0586
2568,738,7.42,1,0.043084893,13,189.1872,0,1998,1,2,0,382.59372
2569,1194,5.8,0,0.130846833,4,88.6172,1,1987,0,2,1,1314.8107
2570,214,5.465,1,0.0,0,129.2626,9,1999,1,0,1,2128.2397
2571,1537,15.0,0,0.071482421,8,127.2362,9,1999,1,0,1,2130.2173
2572,972,19.35,1,0.02154496,6,119.0098,3,2009,1,2,2,1681.4564
2573,720,10.195,1,0.044945123,6,117.7808,1,1987,0,2,1,1853.1943
2574,1080,11.35,1,0.043225203,6,197.7742,9,1999,1,0,1,3091.5537
2575,75,10.8,0,0.058384823,7,74.838,1,1987,0,2,1,1133.3593
2576,1265,14.6,0,0.02584838,9,197.5084,2,2007,1,1,1,3224.8706
2577,563,12.695633368756642,0,0.026710788,10,127.902,5,1985,1,2,3,3422.0461
2578,1090,20.1,1,0.022470715,6,229.3036,7,2002,1,1,1,3597.2336
2579,1367,15.35,0,0.015764902,11,141.147,2,2007,1,1,1,2385.5344
2580,518,17.7,1,0.121876033,10,100.3674,8,1997,2,0,1,1564.7776
2581,263,17.0,0,0.135733218,6,169.9106,8,1997,2,0,1,2656.9087
2582,1186,15.5,1,0.085818761,5,51.2692,6,2004,2,1,1,819.70496
2583,1385,16.5,0,0.035649249,8,91.912,6,2004,2,1,1,1551.012
2584,1354,12.695633368756642,0,0.011727514,9,164.5184,4,1985,2,0,0,459.4122
2585,751,15.6,0,0.143328443,2,129.7994,9,1999,1,0,1,2112.3875
2586,163,12.695633368756642,1,0.030777863,4,255.5672,5,1985,1,2,3,5360.4824
2587,1519,16.7,0,0.026615593,9,247.4776,6,2004,2,1,1,4187.16
2588,818,18.25,0,0.078164241,13,256.9962,2,2007,1,1,1,3878.157
2589,395,12.695633368756642,1,0.164558565,6,172.6764,5,1985,1,2,3,4414.2407
2590,1489,5.11,0,0.034845668,9,164.621,1,1987,0,2,1,2557.0796
2591,200,8.21,0,0.045179902,4,87.8198,2,2007,1,1,1,1399.621
2592,622,8.155,1,0.033745202,5,73.6354,2,2007,1,1,1,1233.1603
2593,266,9.195,0,0.015846096,0,81.5592,1,1987,0,2,1,1323.6956
2594,1303,18.35,0,0.088982596,9,189.9504,8,1997,2,0,1,2993.9922
2595,994,10.3,1,0.011171624,13,86.954,3,2009,1,2,2,1218.9658
2596,452,9.0,0,0.082345601,5,214.5534,3,2009,1,2,2,2705.4277
2597,1402,20.25,0,0.023805745,9,145.5418,0,1998,1,2,0,397.1485
2598,997,19.5,1,0.030694361,3,88.254,8,1997,2,0,1,1384.7206
2599,202,12.695633368756642,0,0.051728948,6,77.9986,5,1985,1,2,3,2268.615
2600,419,12.695633368756642,0,0.026738937,3,89.6146,4,1985,2,0,0,285.432
2601,1071,20.75,0,0.024198404,6,122.073,7,2002,1,1,1,1894.2252
2602,1422,12.8,0,0.091178768,11,109.1938,9,1999,1,0,1,1677.2438
2603,1143,17.75,1,0.037887894,0,154.6656,8,1997,2,0,1,2487.1416
2604,996,18.85,0,0.055358452,0,132.7284,8,1997,2,0,1,2069.4004
2605,850,12.695633368756642,0,0.230246928,0,152.1024,4,1985,2,0,0,401.44934
2606,554,11.0,0,0.008939091,10,122.7756,1,1987,0,2,1,2091.3306
2607,936,19.85,1,0.081387594,1,166.0816,1,1987,0,2,1,2664.1826
2608,654,15.6,0,0.081230024,0,109.8544,9,1999,1,0,1,1722.5234
2609,1296,12.695633368756642,0,0.323637245,9,35.5216,4,1985,2,0,0,107.645676
2610,587,15.85,1,0.007186838,13,41.148,2,2007,1,1,1,683.0716
2611,1052,16.1,1,0.013672625,6,106.8596,2,2007,1,1,1,1689.5422
2612,825,5.845,1,0.105612027,5,214.8218,2,2007,1,1,1,3732.908
2613,1431,16.6,0,0.016235909,8,108.9596,9,1999,1,0,1,1638.6826
2614,518,17.7,1,0.121774611,10,101.8674,1,1987,0,2,1,1650.176
2615,147,7.55,1,0.03111966,6,122.6072,2,2007,1,1,1,2026.5266
2616,571,18.5,0,0.02580175,10,89.0172,9,1999,1,0,1,1359.7097
2617,631,15.6,0,0.087856073,13,220.7798,9,1999,1,0,1,3803.946
2618,1190,18.6,0,0.047889939,13,186.9898,8,1997,2,0,1,3164.6963
2619,298,13.3,0,0.021273561,0,117.8124,8,1997,2,0,1,2046.7783
2620,197,12.695633368756642,1,0.104797702,0,101.8648,5,1985,1,2,3,2838.0874
2621,371,12.695633368756642,1,0.066296239,5,125.9046,4,1985,2,0,0,308.51538
2622,1292,12.695633368756642,0,0.022988989,9,143.3154,4,1985,2,0,0,312.98907
2623,1097,12.695633368756642,0,0.075212058,4,165.1158,5,1985,1,2,3,3916.722
2624,1507,15.1,0,0.059660386,9,236.7248,2,2007,1,1,1,4189.9165
2625,1341,12.695633368756642,0,0.267106722,8,85.4224,4,1985,2,0,0,233.13768
2626,143,7.535,0,0.13689554,14,120.244,0,1998,1,2,0,318.2984
2627,864,12.35,0,0.0,6,115.0518,6,2004,2,1,1,2098.0605
2628,1504,20.25,0,0.247843179,8,107.6938,0,1998,1,2,0,427.90918
2629,1219,9.395,0,0.045454306,13,83.125,3,2009,1,2,2,1185.5072
2630,539,12.5,0,0.0,3,118.144,8,1997,2,0,1,2040.3547
2631,1237,12.695633368756642,0,0.0,13,196.6084,5,1985,1,2,3,5983.9956
2632,590,6.92,1,0.130924914,2,91.1804,8,1997,2,0,1,1454.9824
2633,865,5.735,0,0.057076739,6,175.737,7,2002,1,1,1,2701.3906
2634,1540,12.695633368756642,0,0.011233267,9,235.5248,5,1985,1,2,3,7022.4834
2635,1150,17.25,1,0.047257274,13,97.0068,6,2004,2,1,1,1602.6714
2636,367,10.3,1,0.058827383,6,189.853,8,1997,2,0,1,3153.81
2637,535,8.985,0,0.184150125,6,98.47,3,2009,1,2,2,1338.4327
2638,1112,6.385,1,0.123607578,13,36.4874,1,1987,0,2,1,559.9471
2639,60,5.78,0,0.014552313,14,145.1102,6,2004,2,1,1,2349.7056
2640,132,9.6,0,0.096297398,14,167.3158,8,1997,2,0,1,2604.9888
2641,1529,16.75,0,0.076044136,8,34.9532,3,2009,1,2,2,441.7684
2642,665,5.88,1,0.030309247,5,103.499,7,2002,1,1,1,1618.0303
2643,336,9.195,0,0.108110205,13,181.5634,7,2002,1,1,1,2905.9739
2644,819,17.6,0,0.010060255,13,163.8552,7,2002,1,1,1,2759.1274
2645,253,18.35,0,0.099669602,6,92.9462,2,2007,1,1,1,1525.5735
2646,52,17.25,0,0.037186151,14,164.3526,8,1997,2,0,1,2629.2637
2647,765,20.85,1,0.056553503,1,104.9648,9,1999,1,0,1,1516.791
2648,1482,5.4,0,0.080536751,8,165.8526,0,1998,1,2,0,387.3555
2649,609,12.695633368756642,1,0.066751989,13,257.4304,5,1985,1,2,3,5815.6953
2650,667,17.5,0,0.026044866,6,185.2266,0,1998,1,2,0,499.87152
2651,543,15.2,0,0.092137107,13,227.4352,3,2009,1,2,2,3130.1487
2652,184,16.2,1,0.214952566,5,178.437,0,1998,1,2,0,400.9087
2653,272,20.1,1,0.054679411,6,193.282,9,1999,1,0,1,3142.4124
2654,470,20.75,1,0.129313138,12,239.488,6,2004,2,1,1,4235.98
2655,1262,19.2,0,0.077507549,9,197.911,8,1997,2,0,1,3010.7273
2656,743,7.785,0,0.139526439,4,103.1306,6,2004,2,1,1,1679.3021
2657,754,12.695633368756642,1,0.034190793,5,112.0544,5,1985,1,2,3,3045.3652
2658,584,17.85,0,0.046595951,10,151.5682,1,1987,0,2,1,2486.2917
2659,1011,9.5,0,0.0,6,111.3228,8,1997,2,0,1,1806.0818
2660,862,7.825,0,0.080079022,10,65.1826,2,2007,1,1,1,1071.2333
2661,347,19.7,1,0.016230842,3,185.9556,9,1999,1,0,1,3310.2017
2662,778,20.35,1,0.15192798,10,79.4276,2,2007,1,1,1,1282.4817
2663,792,13.35,0,0.15266209,13,150.3708,0,1998,1,2,0,406.90027
2664,925,10.395,0,0.112003932,13,58.022,1,1987,0,2,1,840.4788
2665,135,13.85,0,0.03456382,7,117.2492,6,2004,2,1,1,1997.1127
2666,526,6.85,0,0.022918858,5,261.5594,9,1999,1,0,1,4408.3657
2667,788,5.19,1,0.044244253,10,104.899,6,2004,2,1,1,1951.1025
2668,250,10.195,0,0.127097968,3,112.3886,2,2007,1,1,1,1792.4932
2669,1308,12.695633368756642,0,0.0,9,142.947,5,1985,1,2,3,3733.0847
2670,1460,20.2,0,0.011817852,9,153.134,6,2004,2,1,1,2686.9614
2671,340,7.89,0,0.036281701,4,119.6782,3,2009,1,2,2,1804.6135
2672,677,12.695633368756642,1,0.124618061,2,40.548,5,1985,1,2,3,1059.6464
2673,51,6.385,0,0.083822437,7,107.3596,6,2004,2,1,1,1647.1707
2674,1254,10.1,0,0.05616476,9,117.0492,9,1999,1,0,1,1916.9064
2675,633,11.65,1,0.058970075,0,171.9422,3,2009,1,2,2,2457.9265
2676,1081,18.35,1,0.094830216,6,85.6882,2,2007,1,1,1,1315.7738
2677,1441,15.75,0,0.226084177,9,98.67,0,1998,1,2,0,313.81506
2678,1116,12.695633368756642,0,0.07457713,4,76.2354,5,1985,1,2,3,2011.7269
2679,305,6.035,0,0.142055011,13,152.3998,2,2007,1,1,1,2400.4592
2680,486,12.695633368756642,1,0.149062064,13,232.1668,4,1985,2,0,0,577.94025
2681,1341,7.68,0,0.152527644,8,85.2224,6,2004,2,1,1,1432.5425
2682,227,17.75,0,0.030429846,4,257.2672,6,2004,2,1,1,4075.4155
2683,1051,17.75,0,0.055297776,6,143.7444,3,2009,1,2,2,2139.608
2684,272,20.1,1,0.054594531,6,191.682,8,1997,2,0,1,3063.4895
2685,209,16.7,1,0.052411676,5,115.2176,8,1997,2,0,1,1884.8586
2686,1419,5.5,0,0.047089304,11,100.1016,6,2004,2,1,1,1794.4733
2687,415,6.13,0,0.102398197,6,52.7298,7,2002,1,1,1,885.61707
2688,522,11.8,1,0.093845664,13,126.4704,7,2002,1,1,1,1921.367
2689,451,11.6,1,0.079052286,5,82.3276,9,1999,1,0,1,1317.7227
2690,1282,12.695633368756642,0,0.055160326,9,111.9518,5,1985,1,2,3,3143.308
2691,219,19.0,1,0.097863571,5,46.0718,2,2007,1,1,1,785.363
2692,456,13.5,1,0.129340955,15,95.7068,3,2009,1,2,2,1354.8458
2693,107,5.0,0,0.043996354,14,189.353,6,2004,2,1,1,3333.3413
2694,627,12.695633368756642,1,0.106217878,2,176.7712,4,1985,2,0,0,460.5277
2695,1515,17.6,0,0.015718858,9,182.3976,7,2002,1,1,1,2923.728
2696,1463,11.5,0,0.021096732,8,132.8942,2,2007,1,1,1,2245.797
2697,891,6.895,0,0.022506125,10,142.2812,7,2002,1,1,1,2090.807
2698,265,12.695633368756642,0,0.118314903,13,226.5694,5,1985,1,2,3,5579.493
2699,402,15.5,1,0.125583323,6,178.3028,1,1987,0,2,1,2951.5095
2700,114,18.35,0,0.015390879,7,106.1938,2,2007,1,1,1,1659.8811
2701,1179,14.5,1,0.09712024,13,158.3262,1,1987,0,2,1,2673.5735
2702,1322,9.3,0,0.044751804,9,243.8802,7,2002,1,1,1,3331.3862
2703,1142,6.55,1,0.0345978,1,155.4288,6,2004,2,1,1,2332.5703
2704,1261,17.6,0,0.082499046,8,159.192,7,2002,1,1,1,2576.0452
2705,750,10.395,1,0.0,0,49.6008,9,1999,1,0,1,799.0284
2706,1091,9.5,1,0.035294406,6,172.1448,3,2009,1,2,2,2594.5537
2707,1490,18.85,0,0.052266868,8,191.8846,3,2009,1,2,2,2636.3555
2708,1465,18.6,0,0.080501443,8,96.2436,8,1997,2,0,1,1545.5596
2709,305,6.035,0,0.1412293,13,155.5998,6,2004,2,1,1,2387.7083
2710,344,12.1,0,0.040585593,6,177.5002,2,2007,1,1,1,3090.2615
2711,470,20.75,1,0.130069181,12,238.988,2,2007,1,1,1,4114.9126
2712,1349,9.895,0,0.100540036,9,234.0642,0,1998,1,2,0,688.8321
2713,1255,10.5,0,0.027387523,9,172.1106,3,2009,1,2,2,2639.8718
2714,1401,12.695633368756642,0,0.051956477,8,122.773,5,1985,1,2,3,3476.572
2715,1180,10.5,1,0.010979782,13,164.2842,6,2004,2,1,1,2690.0862
2716,1319,16.25,0,0.039138761,9,116.1176,6,2004,2,1,1,1942.1813
2717,127,6.11,1,0.151954004,14,44.4086,8,1997,2,0,1,801.60754
2718,1267,11.8,0,0.008574487,8,115.4492,9,1999,1,0,1,1891.3834
2719,353,18.5,0,0.052174319,13,116.8124,7,2002,1,1,1,1787.8914
2720,93,14.6,0,0.150442215,14,50.6692,1,1987,0,2,1,795.6524
2721,897,16.75,0,0.215728288,1,86.9856,0,1998,1,2,0,224.7765
2722,1170,15.1,0,0.173751022,13,198.211,9,1999,1,0,1,3230.3616
2723,1337,15.2,0,0.03357108,9,111.1912,1,1987,0,2,1,1782.4929
2724,700,11.1,0,0.177212413,0,158.1604,2,2007,1,1,1,2572.313
2725,1187,14.85,0,0.098383632,6,168.9474,6,2004,2,1,1,2808.6165
2726,376,15.0,0,0.154616614,15,106.8938,3,2009,1,2,2,1403.824
2727,1429,12.695633368756642,0,0.196572047,8,63.7168,4,1985,2,0,0,197.66731
2728,665,12.695633368756642,1,0.030101427,5,101.799,5,1985,1,2,3,2607.119
2729,531,8.645,0,0.021673936,3,51.9982,3,2009,1,2,2,662.4691
2730,777,12.695633368756642,0,0.061488083,4,150.805,5,1985,1,2,3,3734.6284
2731,257,15.5,0,0.032867137,0,108.0938,6,2004,2,1,1,1770.9784
2732,651,7.72,1,0.088364662,6,118.7466,8,1997,2,0,1,1885.5183
2733,278,16.0,0,0.0,4,141.9154,6,2004,2,1,1,2351.1174
2734,1083,9.6,0,0.035724069,13,243.617,3,2009,1,2,2,2986.6714
2735,726,15.35,0,0.013890902,5,65.2168,2,2007,1,1,1,1054.0466
2736,1312,12.3,0,0.052799022,9,187.753,2,2007,1,1,1,3181.3052
2737,1394,19.1,0,0.09229222,11,184.2608,3,2009,1,2,2,2654.9639
2738,513,9.195,0,0.115118638,5,58.1246,7,2002,1,1,1,909.07947
2739,1386,6.13,0,0.028378929,9,108.8912,7,2002,1,1,1,1603.3107
2740,1304,13.0,0,0.035108732,9,49.6034,8,1997,2,0,1,754.78033
2741,1170,15.1,0,0.174187994,13,196.911,3,2009,1,2,2,2963.8806
2742,1168,19.75,0,0.041357113,6,116.1466,6,2004,2,1,1,1990.3464
2743,1013,12.1,0,0.020610288,13,149.8734,7,2002,1,1,1,2502.3108
2744,164,16.1,1,0.0,5,126.1362,1,1987,0,2,1,2173.0388
2745,258,15.7,0,0.122992956,3,133.3942,3,2009,1,2,2,1790.7355
2746,593,10.0,1,0.063302674,5,230.3668,7,2002,1,1,1,3871.4404
2747,1326,8.42,0,0.070678631,9,217.0192,9,1999,1,0,1,3363.1099
2748,1404,5.175,0,0.030417024,8,34.0874,7,2002,1,1,1,680.07513
2749,1504,20.25,0,0.148910161,8,108.2938,2,2007,1,1,1,1870.8646
2750,1416,19.5,0,0.01578895,9,185.7608,3,2009,1,2,2,2634.807
2751,912,12.695633368756642,0,0.187416266,5,37.5822,4,1985,2,0,0,117.38943
2752,207,7.575,0,0.055615757,4,196.4768,3,2009,1,2,2,2862.498
2753,1352,10.65,0,0.048646173,11,166.1526,1,1987,0,2,1,2604.522
2754,1259,11.395,0,0.0,8,48.5034,1,1987,0,2,1,680.0234
2755,211,17.75,0,0.014639563,6,160.1262,3,2009,1,2,2,2398.4268
2756,987,9.5,1,0.105099347,3,79.296,2,2007,1,1,1,1411.0626
2757,822,9.895,1,0.028715402,3,115.1492,6,2004,2,1,1,1938.0459
2758,344,12.1,0,0.04042006,6,178.0002,9,1999,1,0,1,2969.1501
2759,1037,13.0,1,0.083986263,3,195.9426,2,2007,1,1,1,3148.4023
2760,1139,12.695633368756642,0,0.075228873,6,90.0172,4,1985,2,0,0,253.04034
2761,1363,14.65,0,0.072474272,9,261.4594,2,2007,1,1,1,4077.5935
2762,519,12.3,0,0.021905319,5,190.4162,7,2002,1,1,1,3085.7554
2763,1148,15.1,0,0.05529173,6,218.7166,9,1999,1,0,1,3677.358
2764,1353,11.0,0,0.038049213,8,40.548,3,2009,1,2,2,479.77164
2765,459,9.42,1,0.0438948,5,62.2194,6,2004,2,1,1,1039.2562
2766,655,12.695633368756642,0,0.151321932,2,100.7358,5,1985,1,2,3,2805.1116
2767,564,16.6,0,0.122725386,6,171.7738,3,2009,1,2,2,2515.8032
2768,971,19.25,1,0.058275104,5,82.1908,8,1997,2,0,1,1302.5507
2769,1207,15.1,1,0.094422403,6,59.9194,2,2007,1,1,1,945.299
2770,1392,12.695633368756642,0,0.119913753,9,164.5868,5,1985,1,2,3,3943.1199
2771,427,7.27,1,0.034783374,3,90.5488,0,1998,1,2,0,232.70807
2772,1507,15.1,0,0.0,9,235.5248,7,2002,1,1,1,3744.4443
2773,462,10.895,0,0.035717774,6,129.9284,1,1987,0,2,1,2134.157
2774,1035,19.5,0,0.128466007,1,155.2314,7,2002,1,1,1,2439.2786
2775,1488,7.685,0,0.025456246,8,144.876,1,1987,0,2,1,2471.64
2776,1423,7.105,0,0.044808762,9,58.7562,8,1997,2,0,1,887.3857
2777,673,13.15,0,0.022776641,6,160.892,1,1987,0,2,1,2719.8025
2778,1108,15.85,1,0.061344855,10,44.2744,3,2009,1,2,2,528.22644
2779,820,10.5,1,0.238579765,1,158.5578,0,1998,1,2,0,412.44916
2780,170,5.985,0,0.005666384,0,184.3924,8,1997,2,0,1,3025.198
2781,764,12.695633368756642,0,0.134487886,13,217.3482,5,1985,1,2,3,5146.949
2782,445,12.0,1,0.02045255,10,97.5042,7,2002,1,1,1,1519.1001
2783,448,8.63,0,0.031089367,13,187.1582,6,2004,2,1,1,3283.2935
2784,870,6.465,0,0.124482575,3,263.5884,6,2004,2,1,1,4177.337
2785,909,13.65,1,0.0,3,212.7902,3,2009,1,2,2,2885.215
2786,1160,15.6,0,0.025239329,13,176.2054,9,1999,1,0,1,3012.517
2787,1033,12.695633368756642,1,0.027211198,13,257.5304,5,1985,1,2,3,6246.662
2788,1508,14.0,0,0.048310673,8,128.431,0,1998,1,2,0,379.29047
2789,1395,11.0,0,0.0,8,100.6358,7,2002,1,1,1,1632.7306
2790,1106,10.1,0,0.024164336,3,117.715,8,1997,2,0,1,1905.4916
2791,577,19.25,1,0.0,10,196.211,9,1999,1,0,1,2992.462
2792,119,16.75,0,0.021257124,7,54.5298,9,1999,1,0,1,901.7776
2793,121,12.695633368756642,0,0.065749633,7,261.8278,5,1985,1,2,3,5545.0337
2794,175,10.895,0,0.064776303,6,196.8794,9,1999,1,0,1,3048.1685
2795,1246,16.25,0,0.043078428,6,169.5474,0,1998,1,2,0,372.60263
2796,492,16.1,0,0.100641176,6,77.6328,3,2009,1,2,2,1158.5482
2797,225,13.0,0,0.153490728,3,79.1986,1,1987,0,2,1,1307.568
2798,970,12.695633368756642,1,0.046576823,10,34.5532,4,1985,2,0,0,104.82686
2799,1343,12.695633368756642,0,0.0,11,56.7588,4,1985,2,0,0,170.80858
2800,307,10.395,0,0.030133592,0,115.1176,1,1987,0,2,1,1949.3109
2801,1511,18.2,0,0.058457925,9,221.4456,6,2004,2,1,1,4055.5266
2802,589,10.3,1,0.025037414,0,173.6422,2,2007,1,1,1,3004.2825
2803,1265,14.6,0,0.025681604,9,197.7084,1,1987,0,2,1,3081.6567
2804,552,11.6,1,0.156701315,2,168.9474,1,1987,0,2,1,2652.7065
2805,1079,18.25,0,0.088962349,5,195.6452,9,1999,1,0,1,3115.2715
2806,306,7.6,1,0.143216309,15,171.4448,2,2007,1,1,1,3070.2148
2807,547,12.695633368756642,0,0.20192757,5,93.4094,4,1985,2,0,0,279.81223
2808,1086,19.2,0,0.124050391,3,92.4488,8,1997,2,0,1,1472.4758
2809,180,12.1,0,0.114852339,0,220.9114,6,2004,2,1,1,3910.049
2810,153,16.1,0,0.065551931,4,146.476,2,2007,1,1,1,2433.9185
2811,1019,10.3,0,0.146050812,10,102.0648,1,1987,0,2,1,1707.1112
2812,660,18.85,1,0.1385204,13,252.3724,9,1999,1,0,1,3803.6963
2813,1290,14.0,0,0.024380523,9,41.4454,7,2002,1,1,1,635.9993
2814,1187,14.85,0,0.098320351,6,167.9474,1,1987,0,2,1,2758.9924
